qpid	ontology	goid	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank
Os01g0172600	MF	0004601	peroxidase activity	8.27007257839	0.722262295919	1
Os01g0172600	CC	0005576	extracellular region	5.23907613996	0.637048690116	1
Os01g0172600	CC	0009505	plant-type cell wall	2.51966978851	0.535182751931	2
Os01g0172600	CC	0009506	plasmodesma	2.25321236411	0.522655422968	3
Os01g0172600	BP	0006979	response to oxidative stress	7.72292186466	0.708212912544	4
Os01g0172600	MF	0020037	heme binding	5.34677286581	0.640447265366	4
Os01g0172600	BP	0098869	cellular oxidant detoxification	6.88978071542	0.685826648785	5
Os01g0172600	MF	0046872	metal ion binding	2.56689304685	0.537332561742	7
Os01g0172600	CC	0005773	vacuole	0.0419060407195	0.33442384115	11
Os01g0172600	CC	0016021	integral component of membrane	0.032485094782	0.330870299056	12
Os01g0172600	MF	0004392	heme oxygenase (decyclizing) activity	0.0592134654121	0.340032702413	14
Os01g0172600	BP	0006788	heme oxidation	0.0581709859565	0.339720297311	20
Os01g0172600	BP	0009733	response to auxin	0.0490135285061	0.336845826821	23
Os01g0172800	CC	0009506	plasmodesma	3.29059983362	0.568092953429	1
Os01g0172800	CC	0005737	cytoplasm	1.50446253513	0.482797287477	6
Os01g0173000	MF	0015035	protein-disulfide reductase activity	8.63572095017	0.731393391349	1
Os01g0173000	CC	0010287	plastoglobule	2.39731083413	0.529516814781	1
Os01g0173600	BP	0033389	putrescine biosynthetic process from arginine, using agmatinase	13.6575318987	0.84130254502	1
Os01g0173600	MF	0008783	agmatinase activity	9.45174986287	0.751098499582	1
Os01g0173600	CC	0016021	integral component of membrane	0.263510795564	0.379235955373	1
Os01g0173900	MF	0140359	ABC-type transporter activity	6.83204656739	0.684226429992	1
Os01g0173900	BP	0055085	transmembrane transport	2.7558854492	0.54574448378	1
Os01g0173900	CC	0000325	plant-type vacuole	2.3615449483	0.527833472627	1
Os01g0173900	CC	0005774	vacuolar membrane	1.55819586847	0.485949843649	2
Os01g0173900	CC	0016021	integral component of membrane	0.893869993722	0.441978901629	5
Os01g0173900	MF	0005524	ATP binding	3.02284616394	0.557149572367	8
Os01g0174300	MF	0004128	cytochrome-b5 reductase activity, acting on NAD(P)H	12.2831935262	0.81358806278	1
Os01g0174300	CC	0009505	plant-type cell wall	2.55232045747	0.536671279036	1
Os01g0174300	CC	0005794	Golgi apparatus	1.31852149852	0.471428646291	3
Os01g0174300	MF	0005507	copper ion binding	1.55055112925	0.485504677705	5
Os01g0174300	MF	0009703	nitrate reductase (NADH) activity	0.884440555661	0.44125290408	6
Os01g0174300	CC	0005739	mitochondrion	0.848139637423	0.438421209617	6
Os01g0174300	CC	0031970	organelle envelope lumen	0.0549057946858	0.33872324302	15
Os01g0174300	CC	0016021	integral component of membrane	0.0332954079793	0.331194686604	16
Os01g0174300	CC	0009536	plastid	0.0287316849241	0.329312014597	21
Os01g0174500	MF	0004656	procollagen-proline 4-dioxygenase activity	12.4053579594	0.816112414859	1
Os01g0174500	BP	0019511	peptidyl-proline hydroxylation	11.6173769782	0.799603650751	1
Os01g0174500	CC	0005789	endoplasmic reticulum membrane	6.16674765578	0.665274246857	1
Os01g0174500	MF	0031418	L-ascorbic acid binding	10.0704263952	0.765476738243	5
Os01g0174500	MF	0005506	iron ion binding	5.71976618195	0.651960794223	13
Os01g0174500	CC	0016021	integral component of membrane	0.0373890740442	0.332776241622	15
Os01g0174500	CC	0005829	cytosol	0.027145786044	0.328623120469	17
Os01g0174500	CC	0000148	1,3-beta-D-glucan synthase complex	0.0235941440809	0.327003279656	18
Os01g0174500	BP	0016042	lipid catabolic process	0.254606196383	0.377965767058	20
Os01g0174500	BP	0010143	cutin biosynthetic process	0.0800282464392	0.345776011501	24
Os01g0174500	MF	0003677	DNA binding	0.207883465471	0.370902835422	25
Os01g0174500	BP	0009736	cytokinin-activated signaling pathway	0.0551640769092	0.33880317346	25
Os01g0174500	MF	0090447	glycerol-3-phosphate 2-O-acyltransferase activity	0.0833746004443	0.34662600668	29
Os01g0174500	MF	0016757	glycosyltransferase activity	0.0346791437393	0.331739633404	31
Os01g0174500	MF	0016791	phosphatase activity	0.0316177273002	0.330518555525	33
Os01g0174500	BP	0016311	dephosphorylation	0.0294135405128	0.329602346299	35
Os01g0174500	BP	0006075	(1->3)-beta-D-glucan biosynthetic process	0.0241491974761	0.327264097508	39
Os01g0174500	MF	0004672	protein kinase activity	0.021188290322	0.325835599646	39
Os01g0174500	BP	0006468	protein phosphorylation	0.0208526449502	0.325667526025	42
Os01g0174500	BP	0000160	phosphorelay signal transduction system	0.0200836920903	0.325277300204	43
Os01g0174500	MF	0005524	ATP binding	0.0119098952551	0.320546034143	48
Os01g0174600	MF	0046872	metal ion binding	2.59039212056	0.538394973616	1
Os01g0174600	CC	0016021	integral component of membrane	0.0724184206305	0.343774294093	1
Os01g0174600	MF	0003677	DNA binding	2.41218360487	0.530213111434	3
Os01g0174600	MF	0003723	RNA binding	0.143877796837	0.359776141348	9
Os01g0174700	MF	0004672	protein kinase activity	5.37769560848	0.641416752808	1
Os01g0174700	BP	0006468	protein phosphorylation	5.29250710982	0.638739128092	1
Os01g0174700	CC	0005634	nucleus	0.817250260222	0.4359635514	1
Os01g0174700	CC	0005886	plasma membrane	0.523373332323	0.409744280664	4
Os01g0174700	MF	0005524	ATP binding	3.02279185519	0.55714730459	6
Os01g0174700	CC	0005737	cytoplasm	0.407675276427	0.397409407074	6
Os01g0174700	BP	0048825	cotyledon development	2.49953148627	0.534259844716	9
Os01g0174700	MF	0005515	protein binding	0.0171584360542	0.323719779012	27
Os01g0174700	BP	0009734	auxin-activated signaling pathway	0.467017453183	0.40392775643	38
Os01g0174900	MF	0097573	glutathione oxidoreductase activity	10.3579826494	0.772009065305	1
Os01g0174900	CC	0005759	mitochondrial matrix	1.60999237107	0.488937709384	1
Os01g0174900	BP	0044572	[4Fe-4S] cluster assembly	0.312575477604	0.38587906933	1
Os01g0174900	BP	0106034	protein maturation by [2Fe-2S] cluster transfer	0.286411951972	0.382407365416	2
Os01g0174900	BP	0044571	[2Fe-2S] cluster assembly	0.175688953525	0.365560966429	4
Os01g0174900	MF	0051536	iron-sulfur cluster binding	5.00278423716	0.629467455549	5
Os01g0174900	MF	0046872	metal ion binding	2.37355650133	0.528400216048	9
Os01g0174900	CC	0005789	endoplasmic reticulum membrane	0.160003273618	0.362780594159	12
Os01g0174900	MF	0036455	iron-sulfur transferase activity	0.364972988694	0.392419667803	15
Os01g0174900	MF	0015038	glutathione disulfide oxidoreductase activity	0.180544055573	0.366396171238	16
Os01g0174900	MF	0005515	protein binding	0.0832342067133	0.346590692397	18
Os01g0174900	CC	0016021	integral component of membrane	0.0196428766023	0.325050222434	19
Os01g0175000	MF	0016787	hydrolase activity	2.48493306703	0.533588495232	1
Os01g0175600	MF	0005452	inorganic anion exchanger activity	12.7018636139	0.822188066188	1
Os01g0175600	BP	0015698	inorganic anion transport	6.84050877956	0.684461399065	1
Os01g0175600	CC	0016021	integral component of membrane	0.900533458338	0.442489632859	1
Os01g0175600	CC	0005886	plasma membrane	0.29148774648	0.383092906685	4
Os01g0175600	BP	0050801	ion homeostasis	0.901678071888	0.442577173081	7
Os01g0175600	BP	0055085	transmembrane transport	0.307202852384	0.385178382345	11
Os01g0175600	MF	0004523	RNA-DNA hybrid ribonuclease activity	0.274831247323	0.380820156204	11
Os01g0175600	BP	0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	0.222290840677	0.373158503384	13
Os01g0175600	MF	0003676	nucleic acid binding	0.0680707436478	0.342583218068	21
Os01g0175700	MF	0005452	inorganic anion exchanger activity	12.7018591418	0.822187975088	1
Os01g0175700	BP	0015698	inorganic anion transport	6.84050637111	0.684461332211	1
Os01g0175700	CC	0016021	integral component of membrane	0.900533141273	0.442489608602	1
Os01g0175700	CC	0005886	plasma membrane	0.428931566925	0.399795643343	4
Os01g0175700	BP	0050801	ion homeostasis	1.32684201277	0.471953888531	7
Os01g0175700	BP	0055085	transmembrane transport	0.452056741416	0.402325459597	11
Os01g0175700	MF	0004523	RNA-DNA hybrid ribonuclease activity	0.283170021376	0.381966324408	11
Os01g0175700	BP	0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	0.229035463468	0.374189307362	13
Os01g0175700	MF	0003676	nucleic acid binding	0.070136107599	0.343153639125	21
Os01g0175850	MF	0016740	transferase activity	2.28667431108	0.524267861873	1
Os01g0176000	MF	0008194	UDP-glycosyltransferase activity	7.32375035859	0.697646461697	1
Os01g0176000	BP	0009718	anthocyanin-containing compound biosynthetic process	0.0551147917531	0.338787935683	1
Os01g0176000	MF	0046527	glucosyltransferase activity	0.0340213132529	0.33148194743	7
Os01g0176100	MF	0008194	UDP-glycosyltransferase activity	7.47449467814	0.701669860668	1
Os01g0176100	BP	0009718	anthocyanin-containing compound biosynthetic process	0.0545283896513	0.338606108891	1
Os01g0176100	CC	0022625	cytosolic large ribosomal subunit	0.0352977490011	0.331979733395	1
Os01g0176100	BP	0002182	cytoplasmic translational elongation	0.0467545826366	0.336096317235	5
Os01g0176100	MF	0046527	glucosyltransferase activity	0.0336593383826	0.331339091154	7
Os01g0176100	BP	0016114	terpenoid biosynthetic process	0.0247046333265	0.327522111484	8
Os01g0176100	MF	0003735	structural constituent of ribosome	0.0122728067574	0.32078564813	9
Os01g0176200	MF	0008194	UDP-glycosyltransferase activity	7.27931593925	0.696452612142	1
Os01g0176200	BP	0009718	anthocyanin-containing compound biosynthetic process	0.0652527981895	0.341790798783	1
Os01g0176200	BP	0016114	terpenoid biosynthetic process	0.0300593758251	0.329874253175	5
Os01g0176200	MF	0046527	glucosyltransferase activity	0.0402793119092	0.333841213841	7
Os01g0176300	MF	0008270	zinc ion binding	5.01492806904	0.629861389277	1
Os01g0176300	BP	0006820	anion transport	0.249680360914	0.37725357356	1
Os01g0176300	CC	0043231	intracellular membrane-bounded organelle	0.0569806545837	0.339360141659	1
Os01g0176300	BP	0007205	protein kinase C-activating G protein-coupled receptor signaling pathway	0.150370491472	0.361005124869	3
Os01g0176300	CC	0016021	integral component of membrane	0.0502705288908	0.337255423072	3
Os01g0176300	BP	0009451	RNA modification	0.11299061758	0.353507639874	4
Os01g0176300	MF	0004143	diacylglycerol kinase activity	0.140653681352	0.359155552427	7
Os01g0176300	MF	0003723	RNA binding	0.071415749503	0.343502849166	8
Os01g0176300	BP	0016310	phosphorylation	0.0467017610007	0.336078577011	15
Os01g0176300	MF	0016787	hydrolase activity	0.0255936969425	0.327929139812	16
Os01g0176400	BP	0016567	protein ubiquitination	7.74622287625	0.708821178298	1
Os01g0176400	BP	0009958	positive gravitropism	0.175589684894	0.36554377002	18
Os01g0176700	MF	0003700	DNA-binding transcription factor activity	4.73118516635	0.620528697413	1
Os01g0176700	CC	0005634	nucleus	4.11121237445	0.599109332289	1
Os01g0176700	BP	0006355	regulation of transcription, DNA-templated	3.49704971751	0.5762298125	1
Os01g0176700	MF	0003677	DNA binding	3.22657745511	0.565518062161	3
Os01g0177200	MF	0004843	thiol-dependent deubiquitinase	8.69457447843	0.732844907142	1
Os01g0177200	BP	0016579	protein deubiquitination	8.68333496914	0.732568085381	1
Os01g0177200	CC	0005829	cytosol	0.945294117863	0.445872496254	1
Os01g0177200	CC	0005634	nucleus	0.663742141576	0.42299497927	2
Os01g0177200	BP	0006511	ubiquitin-dependent protein catabolic process	7.47556270154	0.701698220977	3
Os01g0177200	MF	0008270	zinc ion binding	4.64709654882	0.617709460596	6
Os01g0177200	MF	0061815	deubiquitinase, acting on linear ubiquitin	2.79308063847	0.547365677062	10
Os01g0177200	MF	1990450	linear polyubiquitin binding	2.61814210935	0.539643386409	11
Os01g0177200	BP	0048767	root hair elongation	2.31568239565	0.525656159848	21
Os01g0177200	MF	0004197	cysteine-type endopeptidase activity	0.234212484074	0.374970272308	21
Os01g0177200	MF	0003746	translation elongation factor activity	0.0443185418303	0.335267459661	23
Os01g0177200	BP	0009965	leaf morphogenesis	2.12014567028	0.516121654455	26
Os01g0177200	BP	0071370	cellular response to gibberellin stimulus	1.84826620138	0.502100785851	33
Os01g0177200	BP	0009793	embryo development ending in seed dormancy	1.82115636437	0.500647728939	35
Os01g0177200	BP	0009734	auxin-activated signaling pathway	1.50939322998	0.483088894955	53
Os01g0177200	BP	0042127	regulation of cell population proliferation	1.31040265312	0.470914534719	66
Os01g0177200	BP	0006414	translational elongation	0.0412028022024	0.334173383364	104
Os01g0177400	MF	0016491	oxidoreductase activity	2.84126989369	0.54945009054	1
Os01g0177400	BP	0009686	gibberellin biosynthetic process	0.391484959572	0.395549837986	1
Os01g0177400	MF	0046872	metal ion binding	2.46621695187	0.532724890407	2
Os01g0177400	BP	0009416	response to light stimulus	0.237232171923	0.375421816789	5
Os01g0177400	MF	0031418	L-ascorbic acid binding	0.295304985106	0.383604542412	8
Os01g0177900	MF	0140359	ABC-type transporter activity	6.17293554381	0.665455106669	1
Os01g0177900	BP	0055085	transmembrane transport	2.49001570411	0.533822457848	1
Os01g0177900	CC	0016021	integral component of membrane	0.90053422944	0.442489691852	1
Os01g0177900	MF	0005524	ATP binding	2.95184390888	0.554167118484	8
Os01g0178000	MF	0008483	transaminase activity	6.95659623811	0.68767022959	1
Os01g0178000	BP	0009058	biosynthetic process	1.77564555629	0.498183865708	1
Os01g0178000	BP	0097052	L-kynurenine metabolic process	1.46617911561	0.480516702681	2
Os01g0178000	MF	0030170	pyridoxal phosphate binding	6.42821996341	0.67283912943	3
Os01g0178100	CC	0043231	intracellular membrane-bounded organelle	2.49498817334	0.534051118284	1
Os01g0178100	CC	0005737	cytoplasm	0.964089977563	0.447269097495	8
Os01g0178100	CC	0016021	integral component of membrane	0.113386049676	0.353592971077	9
Os01g0178200	CC	0016021	integral component of membrane	0.90042005059	0.442480956389	1
Os01g0178400	CC	0000159	protein phosphatase type 2A complex	11.328051301	0.793402116529	1
Os01g0178400	MF	0019888	protein phosphatase regulator activity	10.5617476602	0.776583193587	1
Os01g0178400	BP	0050790	regulation of catalytic activity	6.04770867794	0.661777140077	1
Os01g0178400	MF	0005515	protein binding	0.0223026116042	0.326384253562	2
Os01g0178400	BP	0007165	signal transduction	3.93188940502	0.592616969978	3
Os01g0178400	CC	0000779	condensed chromosome, centromeric region	0.0881971101861	0.347821493503	8
Os01g0178400	BP	0009554	megasporogenesis	0.164798200329	0.363644440361	12
Os01g0178400	BP	0009556	microsporogenesis	0.156853334244	0.362206044204	13
Os01g0178400	CC	0005634	nucleus	0.0351320581715	0.331915631312	13
Os01g0178400	BP	0051177	meiotic sister chromatid cohesion	0.12604540709	0.356250173225	16
Os01g0178400	CC	0005737	cytoplasm	0.0175251966547	0.32392197758	18
Os01g0178400	BP	0071367	cellular response to brassinosteroid stimulus	0.0615669101292	0.340728011726	44
Os01g0178400	BP	0071383	cellular response to steroid hormone stimulus	0.0522209537628	0.337880965282	52
Os01g0178400	BP	0042325	regulation of phosphorylation	0.0382887309415	0.333112019393	63
Os01g0178500	BP	0009734	auxin-activated signaling pathway	11.4055584257	0.795071129361	1
Os01g0178500	CC	0005634	nucleus	4.11365284309	0.599196701912	1
Os01g0178500	CC	0016021	integral component of membrane	0.0148859469168	0.322415558537	8
Os01g0178500	BP	0006355	regulation of transcription, DNA-templated	3.48580267422	0.57579282029	16
Os01g0178700	CC	0016021	integral component of membrane	0.802160988906	0.434746115726	1
Os01g0178700	MF	0008270	zinc ion binding	0.783340984559	0.433211514313	1
Os01g0178700	BP	0019432	triglyceride biosynthetic process	0.238763028531	0.37564963341	1
Os01g0178700	CC	0005783	endoplasmic reticulum	0.134706871737	0.357991935273	4
Os01g0178700	BP	0030258	lipid modification	0.178857237663	0.366107282108	7
Os01g0178700	MF	0016746	acyltransferase activity	0.101729468981	0.351011623419	7
Os01g0178700	BP	0008654	phospholipid biosynthetic process	0.128954673384	0.356841696723	10
Os01g0178700	CC	0005886	plasma membrane	0.0124144112299	0.320878180631	13
Os01g0179000	MF	0016747	acyltransferase activity, transferring groups other than amino-acyl groups	5.53686733201	0.646363570542	1
Os01g0179200	MF	0005484	SNAP receptor activity	10.6652289002	0.778889252843	1
Os01g0179200	BP	0061025	membrane fusion	7.0406299644	0.689976372445	1
Os01g0179200	CC	0031201	SNARE complex	2.68363999952	0.542564014629	1
Os01g0179200	CC	0000139	Golgi membrane	1.69441287468	0.493706281413	2
Os01g0179200	BP	0006886	intracellular protein transport	6.16077750024	0.665099664912	3
Os01g0179200	BP	0016192	vesicle-mediated transport	6.02638522017	0.661147079736	4
Os01g0179200	MF	0000149	SNARE binding	2.58348734605	0.538083305007	4
Os01g0179200	MF	0030247	polysaccharide binding	0.0506769430425	0.337386755991	7
Os01g0179200	CC	0016021	integral component of membrane	0.740379121316	0.429637755022	10
Os01g0179200	BP	0048284	organelle fusion	2.5000697669	0.534284561542	21
Os01g0179200	BP	0140056	organelle localization by membrane tethering	2.49210703766	0.53391865622	22
Os01g0179200	BP	0016050	vesicle organization	2.31524654352	0.525635364953	24
Os01g0179400	BP	0009660	amyloplast organization	17.0099158109	0.862366976562	1
Os01g0179400	CC	0009501	amyloplast	12.8796320722	0.825796726304	1
Os01g0179400	CC	0009706	chloroplast inner membrane	10.5836142154	0.777071423615	2
Os01g0179400	BP	0009306	protein secretion	5.67519710035	0.650605200127	3
Os01g0179400	CC	0005887	integral component of plasma membrane	4.62589207828	0.616994520801	10
Os01g0179500	CC	0032777	Piccolo NuA4 histone acetyltransferase complex	13.7279111438	0.842683363833	1
Os01g0179500	MF	0004402	histone acetyltransferase activity	11.8130616134	0.803754356275	1
Os01g0179500	BP	0016573	histone acetylation	10.8138805626	0.782182435757	1
Os01g0179500	BP	0006357	regulation of transcription by RNA polymerase II	7.09535912172	0.691470914338	11
Os01g0179600	MF	0008194	UDP-glycosyltransferase activity	7.33683203108	0.697997245331	1
Os01g0179600	BP	0009718	anthocyanin-containing compound biosynthetic process	0.0530883307189	0.338155394185	1
Os01g0179600	CC	0005829	cytosol	0.0318726030897	0.330622410494	1
Os01g0179600	CC	0043231	intracellular membrane-bounded organelle	0.00668145704854	0.316568674156	4
Os01g0179600	MF	0046527	glucosyltransferase activity	2.17608859902	0.518892817286	6
Os01g0179600	BP	0006796	phosphate-containing compound metabolic process	0.0138595945625	0.321793928353	7
Os01g0179600	CC	0016021	integral component of membrane	0.00164882272464	0.310595947376	8
Os01g0179600	MF	0004427	inorganic diphosphatase activity	0.0498523136363	0.337119721197	11
Os01g0179600	MF	0000287	magnesium ion binding	0.0265732065356	0.328369473512	12
Os01g0179700	MF	0003924	GTPase activity	6.68244388556	0.680048147374	1
Os01g0179700	CC	0032588	trans-Golgi network membrane	0.901735297641	0.442581548256	1
Os01g0179700	BP	0046686	response to cadmium ion	0.874325837682	0.440469829524	1
Os01g0179700	MF	0005525	GTP binding	6.02434463652	0.661086726669	2
Os01g0179700	BP	0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	0.640420599289	0.420898163116	2
Os01g0179700	CC	0005773	vacuole	0.518940868434	0.409298523349	3
Os01g0179700	BP	0015031	protein transport	0.339582052586	0.389313367726	10
Os01g0179700	CC	0005886	plasma membrane	0.162264328112	0.363189531714	13
Os01g0179700	CC	0016021	integral component of membrane	0.106742353262	0.352138942901	19
Os01g0179800	CC	0016021	integral component of membrane	0.900516984579	0.442488372538	1
Os01g0180000	MF	0106310	protein serine kinase activity	4.57166250331	0.615158601787	1
Os01g0180000	BP	0006468	protein phosphorylation	2.91512211193	0.5526105405	1
Os01g0180000	CC	0016021	integral component of membrane	0.32461864066	0.387428155943	1
Os01g0180000	MF	0106311	protein threonine kinase activity	4.56383289116	0.61489263595	2
Os01g0180600	MF	0030983	mismatched DNA binding	9.86880366495	0.760840748476	1
Os01g0180600	BP	0006298	mismatch repair	9.3134786895	0.747821251747	1
Os01g0180600	CC	0032301	MutSalpha complex	3.31570039351	0.569095620282	1
Os01g0180600	MF	0032405	MutLalpha complex binding	3.64239784133	0.581815173501	4
Os01g0180600	MF	0032357	oxidized purine DNA binding	3.54566336253	0.578110611533	7
Os01g0180600	BP	0006290	pyrimidine dimer repair	3.24770761192	0.566370689017	9
Os01g0180600	MF	0000400	four-way junction DNA binding	3.23373479529	0.565807181132	10
Os01g0180600	MF	0005524	ATP binding	3.02265516885	0.557141596871	12
Os01g0180600	BP	0036297	interstrand cross-link repair	2.53808066376	0.536023271975	12
Os01g0180600	BP	0045910	negative regulation of DNA recombination	2.45879423912	0.532381482108	13
Os01g0180600	BP	0061982	meiosis I cell cycle process	2.35259335741	0.527410170082	15
Os01g0180600	BP	0043570	maintenance of DNA repeat elements	2.21692242009	0.520893117512	19
Os01g0180600	MF	0008094	ATPase, acting on DNA	1.24993130069	0.467034074087	31
Os01g0180700	CC	0031213	RSF complex	14.6432290455	0.848701374465	1
Os01g0180700	BP	0006355	regulation of transcription, DNA-templated	3.49883089194	0.576298953695	1
Os01g0180800	MF	0005524	ATP binding	3.02285402506	0.557149900623	1
Os01g0180800	CC	0005829	cytosol	1.00015538299	0.449911280367	1
Os01g0180800	CC	0005634	nucleus	0.599769290529	0.417149810774	2
Os01g0180900	MF	0031418	L-ascorbic acid binding	9.99737984681	0.763802558483	1
Os01g0180900	CC	0016021	integral component of membrane	0.00531602295788	0.315286686198	1
Os01g0180900	MF	0051213	dioxygenase activity	6.78177135931	0.682827434655	5
Os01g0180900	MF	0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	6.14495767811	0.664636645156	7
Os01g0180900	MF	0005506	iron ion binding	5.67827745441	0.650699061707	8
Os01g0182200	MF	0015250	water channel activity	14.0054585026	0.844832975178	1
Os01g0182200	BP	0006833	water transport	13.4732980818	0.837670995824	1
Os01g0182200	CC	0016021	integral component of membrane	0.900522826195	0.442488819451	1
Os01g0182200	BP	0055085	transmembrane transport	2.77639675883	0.546639835336	3
Os01g0182600	BP	2000028	regulation of photoperiodism, flowering	14.663766724	0.848824531159	1
Os01g0182600	CC	0005634	nucleus	0.22312118274	0.373286243668	1
Os01g0182600	BP	0042752	regulation of circadian rhythm	0.710910336394	0.427126104482	7
Os01g0182600	BP	0048511	rhythmic process	0.258805740331	0.37856752856	8
Os01g0182600	CC	0070013	intracellular organelle lumen	0.0628035777343	0.341088052181	9
Os01g0182600	BP	0009908	flower development	0.184556837566	0.367078034505	10
Os01g0182600	BP	0010218	response to far red light	0.178902377896	0.366115030646	12
Os01g0182600	BP	0080167	response to karrikin	0.165897655899	0.363840738203	15
Os01g0182600	BP	0048582	positive regulation of post-embryonic development	0.156248410708	0.362095047634	16
Os01g0182600	BP	0042542	response to hydrogen peroxide	0.140772927498	0.359178631236	20
Os01g0182600	BP	2000243	positive regulation of reproductive process	0.132636639222	0.35758084313	24
Os01g0182600	BP	0009637	response to blue light	0.12924227441	0.356899808822	25
Os01g0182600	BP	0009409	response to cold	0.122124886998	0.355442131189	27
Os01g0182600	BP	0030154	cell differentiation	0.106110082399	0.351998235819	30
Os01g0182600	BP	0048584	positive regulation of response to stimulus	0.0928737821175	0.348949990546	41
Os01g0182600	BP	0006355	regulation of transcription, DNA-templated	0.0354042527314	0.332020857902	54
Os01g0182700	MF	0043565	sequence-specific DNA binding	6.21501249704	0.666682536976	1
Os01g0182700	CC	0005634	nucleus	4.04199877445	0.596620574543	1
Os01g0182700	BP	0006355	regulation of transcription, DNA-templated	3.45274012645	0.574504110783	1
Os01g0182700	MF	0003700	DNA-binding transcription factor activity	4.67123838353	0.618521455113	2
Os01g0182700	MF	0001067	transcription regulatory region nucleic acid binding	0.0713009384031	0.343471646037	13
Os01g0182700	MF	0003690	double-stranded DNA binding	0.060494999039	0.340413001618	15
Os01g0182700	BP	1904368	regulation of sclerenchyma cell differentiation	0.180641737901	0.366412859161	19
Os01g0182700	BP	1901141	regulation of lignin biosynthetic process	0.148179915471	0.360593497699	21
Os01g0182700	BP	1990170	stress response to cadmium ion	0.126332932587	0.356308935961	22
Os01g0182700	BP	0045597	positive regulation of cell differentiation	0.0826152129298	0.346434635961	28
Os01g0182700	BP	1903508	positive regulation of nucleic acid-templated transcription	0.0600858744858	0.340292034154	34
Os01g0183000	MF	0016301	kinase activity	4.3420357899	0.607261257004	1
Os01g0183000	BP	0016310	phosphorylation	3.92461677949	0.592350573694	1
Os01g0183000	MF	0016773	phosphotransferase activity, alcohol group as acceptor	0.309042153165	0.385418944969	5
Os01g0183000	BP	0006657	CDP-choline pathway	0.201311512879	0.369847975245	7
Os01g0183000	MF	0140096	catalytic activity, acting on a protein	0.0380392831278	0.333019317219	9
Os01g0183000	MF	0005524	ATP binding	0.0321178182137	0.330721937785	10
Os01g0183000	BP	0006464	cellular protein modification process	0.0434599463103	0.334969915534	22
Os01g0183100	CC	0005730	nucleolus	7.54104052914	0.703433067499	1
Os01g0183100	BP	0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	1.38038989096	0.475295472644	1
Os01g0183100	CC	0032040	small-subunit processome	1.2147237625	0.464731464637	14
Os01g0183300	BP	0046856	phosphatidylinositol dephosphorylation	10.928345476	0.784702859163	1
Os01g0183300	MF	0016791	phosphatase activity	6.46860138298	0.673993625319	1
Os01g0183300	CC	0005794	Golgi apparatus	0.118828587655	0.354752650945	1
Os01g0183300	CC	0016021	integral component of membrane	0.0248686946636	0.327597765925	8
Os01g0183300	MF	0015297	antiporter activity	0.133363495857	0.35772554024	13
Os01g0183300	MF	0016491	oxidoreductase activity	0.0344682075093	0.331657273557	18
Os01g0183300	BP	0055085	transmembrane transport	0.0460185701779	0.335848215933	19
Os01g0183400	MF	0046982	protein heterodimerization activity	9.48242249014	0.751822234581	1
Os01g0183400	CC	0005634	nucleus	1.6237493202	0.489723165759	1
Os01g0183400	BP	0006355	regulation of transcription, DNA-templated	1.38118189583	0.475344405584	1
Os01g0183500	MF	0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	6.89254160544	0.685903004145	1
Os01g0183500	BP	0032259	methylation	4.89759964536	0.626035166496	1
Os01g0183500	MF	0004497	monooxygenase activity	6.69597445484	0.680427956466	2
Os01g0183500	MF	0005506	iron ion binding	6.36908594849	0.67114193785	3
Os01g0183500	MF	0020037	heme binding	5.36832659714	0.641123311292	4
Os01g0183500	MF	0008168	methyltransferase activity	5.18177630053	0.635226242551	6
Os01g0183600	MF	0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	6.93301553835	0.687020603572	1
Os01g0183600	CC	0016021	integral component of membrane	0.222840968647	0.37324316199	1
Os01g0183600	MF	0004497	monooxygenase activity	6.73529411895	0.681529504314	2
Os01g0183600	MF	0005506	iron ion binding	6.40648607926	0.67221626123	3
Os01g0183600	MF	0020037	heme binding	5.39985013416	0.642109626971	4
Os01g0183633	CC	0005840	ribosome	3.0879028359	0.559851678429	1
Os01g0183633	MF	0008168	methyltransferase activity	0.301629451539	0.384445004809	1
Os01g0183633	BP	0032259	methylation	0.285087624244	0.382227503413	1
Os01g0183633	CC	0016021	integral component of membrane	0.816794853619	0.435926973487	7
Os01g0184000	MF	0051731	polynucleotide 5'-hydroxyl-kinase activity	13.6885234178	0.841911026282	1
Os01g0184000	BP	0006396	RNA processing	4.69111200243	0.619188317735	1
Os01g0184000	CC	0005634	nucleus	0.65398277787	0.422122080824	1
Os01g0184000	BP	0016310	phosphorylation	3.92453962221	0.592347746101	2
Os01g0184000	MF	0005524	ATP binding	3.02274971123	0.557145544765	6
Os01g0184000	CC	0070013	intracellular organelle lumen	0.118115521831	0.354602247158	9
Os01g0184000	CC	0043232	intracellular non-membrane-bounded organelle	0.0523716660547	0.33792881175	12
Os01g0184000	CC	0016021	integral component of membrane	0.0168057285237	0.323523279382	14
